"state_1","District","Region","Sector","State_Region","Meals_At_Home","ricepds_v","Wheatpds_q","chicken_q","pulsep_q","wheatos_q","No_of_Meals_per_day","total_consumption"
"HR","Bhiwani",2,"RURAL",62,90,0,0,0,0,10,3,10
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,8.5,2,8.5
"HR","Bhiwani",2,"RURAL",62,90,0,0,0,0,10,3,10
"HR","Bhiwani",2,"RURAL",62,90,0,0,0,0,10,3,10
"HR","Bhiwani",2,"RURAL",62,90,0,0,0,0,9,3,9
"HR","Bhiwani",2,"RURAL",62,90,0,0,0,0,9,3,9
"HR","Bhiwani",2,"RURAL",62,90,0,0,0,0,9.285714286,3,9.285714286
"HR","Bhiwani",2,"RURAL",62,90,0,0,0,0,9.166666667,3,9.166666667
"HR","Bhiwani",2,"RURAL",62,90,0,0,0,0,10,3,10
"HR","Bhiwani",2,"RURAL",62,90,0,0,0,0,8.75,3,8.75
"HR","Bhiwani",2,"RURAL",62,56,0,0,0,0,9.285714286,2,9.285714286
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","Bhiwani",2,"RURAL",62,54,0,0,0,0,10,2,10
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,11.25,2,11.25
"HR","11",2,"RURAL",62,60,0,0,0,0,7.5,2,7.5
"HR","11",2,"RURAL",62,60,0,0,0,0,7,2,7
"HR","11",2,"RURAL",62,90,0,0,0,0,8,3,8
"HR","11",2,"RURAL",62,60,0,0,0,0,8,2,8
"HR","11",2,"RURAL",62,60,0,0,0,0,5,2,5
"HR","11",2,"RURAL",62,60,0,0,0,0,8.125,2,8.125
"HR","11",2,"RURAL",62,60,0,0,0,0,8,2,8
"HR","11",2,"RURAL",62,60,0,5.833333333,0,0.083333333,1.166666667,2,7.083333333
"HR","11",2,"RURAL",62,60,0,0,0,0,9,2,9
"HR","11",2,"RURAL",62,60,0,0,0,0.25,7.5,2,7.75
"HR","11",2,"RURAL",62,60,0,0,0,0,8,2,8
"HR","11",2,"RURAL",62,60,0,0,0,0,8.846153846,2,8.846153846
"HR","11",2,"RURAL",62,60,0,0,0,0,8,2,8
"HR","11",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","11",2,"RURAL",62,57,0,0,0,0,12.85714286,2,12.85714286
"HR","11",2,"RURAL",62,60,0,0,0,0,7.5,2,7.5
"HR","Hisar",2,"RURAL",62,90,0,0,0,0,8,3,8
"HR","Hisar",2,"RURAL",62,90,0,8.75,0,0,1.25,3,10
"HR","Hisar",2,"RURAL",62,90,0,11.66666667,0,0,0,3,11.66666667
"HR","Hisar",2,"RURAL",62,90,0,8.75,0,0,0,3,8.75
"HR","Hisar",2,"RURAL",62,90,0,0,0,0,10,3,10
"HR","Hisar",2,"RURAL",62,90,0,0,0,0,9,3,9
"HR","Hisar",2,"RURAL",62,90,0,0,0,0,7.5,3,7.5
"HR","Hisar",2,"RURAL",62,90,0,0,0,0,10,3,10
"HR","11",2,"RURAL",62,90,0,0,0,0,10,3,10
"HR","11",2,"RURAL",62,90,0,0,0,0,12.5,3,12.5
"HR","11",2,"RURAL",62,60,0,0,0,0,6.25,2,6.25
"HR","11",2,"RURAL",62,90,0,0,0,0,10.4,3,10.4
"HR","11",2,"RURAL",62,90,0,0,0,0,11.25,3,11.25
"HR","11",2,"RURAL",62,90,0,0,0,0,11.25,3,11.25
"HR","11",2,"RURAL",62,90,0,0,0,0,8.75,3,8.75
"HR","11",2,"RURAL",62,90,0,0,0,0,9.090909091,3,9.090909091
"HR","Hisar",2,"RURAL",62,60,0,0,0,0,11.25,2,11.25
"HR","Hisar",2,"RURAL",62,60,0,0,0,0,8.75,2,8.75
"HR","Hisar",2,"RURAL",62,60,0,0,0,0,7.5,2,7.5
"HR","Hisar",2,"RURAL",62,60,0,0,0,0,8.75,2,8.75
"HR","Hisar",2,"RURAL",62,60,0,0,0,0,8.333333333,2,8.333333333
"HR","Hisar",2,"RURAL",62,60,0,0,0,0,6.666666667,2,6.666666667
"HR","Hisar",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","Hisar",2,"RURAL",62,60,0,0,0,0,8.333333333,2,8.333333333
"HR","Hisar",2,"RURAL",62,90,0,0,0,0,6.666666667,3,6.666666667
"HR","Hisar",2,"RURAL",62,90,0,0,0,0,7.142857143,3,7.142857143
"HR","Hisar",2,"RURAL",62,90,0,0,0,0,8.571428571,3,8.571428571
"HR","Hisar",2,"RURAL",62,90,0,0,0,0,8.333333333,3,8.333333333
"HR","Hisar",2,"RURAL",62,90,0,0,0,0,8,3,8
"HR","Hisar",2,"RURAL",62,90,0,0,0,0,8.333333333,3,8.333333333
"HR","Hisar",2,"RURAL",62,90,0,0,0,0,9,3,9
"HR","Hisar",2,"RURAL",62,90,0,0,0,0.111111111,11.11111111,3,11.222222221
"HR","10",2,"RURAL",62,90,0,0,0,0,8,3,8
"HR","10",2,"RURAL",62,90,0,17.5,0,0,0,3,17.5
"HR","10",2,"RURAL",62,90,0,0,0,0,9.166666667,3,9.166666667
"HR","10",2,"RURAL",62,90,0,0,0,0,7.142857143,3,7.142857143
"HR","10",2,"RURAL",62,90,0,0,0,0,6.875,3,6.875
"HR","10",2,"RURAL",62,90,0,10,0,0,0,3,10
"HR","10",2,"RURAL",62,90,0,5,0,0,1.428571429,3,6.428571429
"HR","10",2,"RURAL",62,90,0,0,0,0,12.5,3,12.5
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,8.75,2,8.75
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,9,2,9
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,8.75,2,8.75
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,7.5,2,7.5
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","10",2,"RURAL",62,60,0,0,0,0,6.857142857,2,6.857142857
"HR","10",2,"RURAL",62,60,0,0,0,0,8,2,8
"HR","10",2,"RURAL",62,60,0,8.75,0,0,0,2,8.75
"HR","10",2,"RURAL",62,60,0,0,0,0,6.857142857,2,6.857142857
"HR","10",2,"RURAL",62,60,0,0,0,0,7,2,7
"HR","10",2,"RURAL",62,80,0,0,0,0,7.6,3,7.6
"HR","10",2,"RURAL",62,60,0,0,0,0,7.142857143,2,7.142857143
"HR","9",2,"RURAL",62,90,0,0,0,0,7.6,3,7.6
"HR","9",2,"RURAL",62,90,0,0,0,0,7,3,7
"HR","9",2,"RURAL",62,90,0,0,0,0,6.4,3,6.4
"HR","9",2,"RURAL",62,90,0,0,0,0,7,3,7
"HR","9",2,"RURAL",62,90,0,0,0,0,7,3,7
"HR","9",2,"RURAL",62,90,0,0,0,0,6.333333333,3,6.333333333
"HR","9",2,"RURAL",62,90,0,0,0,0,7,3,7
"HR","9",2,"RURAL",62,90,0,0,0,0,6.25,3,6.25
"HR","7",1,"RURAL",61,90,0,5.833333333,0,0,2,3,7.833333333
"HR","7",1,"RURAL",61,90,0,4.444444444,0,0,3.333333333,3,7.777777777
"HR","7",1,"RURAL",61,90,0,0,0,0,8.333333333,3,8.333333333
"HR","7",1,"RURAL",61,90,0,0,0,0,5.454545455,3,5.454545455
"HR","7",1,"RURAL",61,90,0,0,0,0,7.5,3,7.5
"HR","7",1,"RURAL",61,90,0,0,0,0,7.5,3,7.5
"HR","7",1,"RURAL",61,90,0,0,0,0,10,3,10
"HR","8",1,"RURAL",61,90,0,0,0,0,6.8,3,6.8
"HR","8",1,"RURAL",61,60,0,0,0,0,7.5,2,7.5
"HR","8",1,"RURAL",61,90,0,0,0,0,5.375,3,5.375
"HR","8",1,"RURAL",61,60,0,0,0,0,8.111111111,2,8.111111111
"HR","8",1,"RURAL",61,90,0,0,0,0,10,3,10
"HR","8",1,"RURAL",61,90,0,0,0,0,11.33333333,3,11.33333333
"HR","9",2,"RURAL",62,90,0,0,0,0,7,3,7
"HR","9",2,"RURAL",62,90,0,0,0,0,8.4,3,8.4
"HR","9",2,"RURAL",62,90,0,0,0,0,6,3,6
"HR","9",2,"RURAL",62,90,0,0,0,0,7,3,7
"HR","9",2,"RURAL",62,90,0,0,0,0,5.5,3,5.5
"HR","9",2,"RURAL",62,90,0,0,0,0,7.6,3,7.6
"HR","9",2,"RURAL",62,90,0,0,0,0,7,3,7
"HR","9",2,"RURAL",62,90,0,0,0,0,6.25,3,6.25
"HR","7",1,"RURAL",61,90,0,0,0,0,9.2,3,9.2
"HR","7",1,"RURAL",61,90,0,0,0,0,7.666666667,3,7.666666667
"HR","7",1,"RURAL",61,90,0,0,0,0,8,3,8
"HR","7",1,"RURAL",61,90,0,8.333333333,0,0,0,3,8.333333333
"HR","7",1,"RURAL",61,90,0,0,0,0,9.166666667,3,9.166666667
"HR","7",1,"RURAL",61,90,0,0,0,0,9.166666667,3,9.166666667
"HR","7",1,"RURAL",61,90,0,0,0,0,9.2,3,9.2
"HR","7",1,"RURAL",61,90,0,0,0,0,5.5,3,5.5
"HR","8",1,"RURAL",61,90,0,0,0,0,8.75,3,8.75
"HR","8",1,"RURAL",61,90,0,0,0,0,6.6,3,6.6
"HR","8",1,"RURAL",61,90,0,0,0,0,9,3,9
"HR","8",1,"RURAL",61,90,0,0,0,0,6.75,3,6.75
"HR","8",1,"RURAL",61,90,0,0,0,0,6.666666667,3,6.666666667
"HR","8",1,"RURAL",61,90,0,0,0,0,7.2,3,7.2
"HR","8",1,"RURAL",61,90,0,0,0,0,7,3,7
"HR","8",1,"RURAL",61,90,0,0,0,0,10,3,10
"HR","8",1,"RURAL",61,90,0,0,0,0,5,3,5
"HR","8",1,"RURAL",61,90,0,0,0,0,8.75,3,8.75
"HR","8",1,"RURAL",61,90,0,0,0,0,7.5,3,7.5
"HR","8",1,"RURAL",61,90,0,0,0,0,7.5,3,7.5
"HR","8",1,"RURAL",61,90,0,0,0,0,7,3,7
"HR","8",1,"RURAL",61,90,0,0,0,0,8.4,3,8.4
"HR","8",1,"RURAL",61,90,0,0,0,0,6.428571429,3,6.428571429
"HR","8",1,"RURAL",61,90,0,0,0,0,5.5,3,5.5
"HR","6",1,"RURAL",61,90,0,0,0,0,7.6,3,7.6
"HR","6",1,"RURAL",61,90,0,0,0,0,8.75,3,8.75
"HR","6",1,"RURAL",61,90,0,0,0,0,7.5,3,7.5
"HR","6",1,"RURAL",61,90,0,0,0,0,7.666666667,3,7.666666667
"HR","6",1,"RURAL",61,90,0,0,0,0,9.166666667,3,9.166666667
"HR","6",1,"RURAL",61,90,0,0,0,0,8,3,8
"HR","9",2,"RURAL",62,90,0,0,0,0,7.5,3,7.5
"HR","9",2,"RURAL",62,90,0,0,0,0,6.857142857,3,6.857142857
"HR","9",2,"RURAL",62,90,0,0,0,0,7,3,7
"HR","9",2,"RURAL",62,90,0,0,0,0,7.5,3,7.5
"HR","9",2,"RURAL",62,90,0,0,0,0,7,3,7
"HR","9",2,"RURAL",62,90,0,0,0,0,10,3,10
"HR","9",2,"RURAL",62,90,0,0,0,0,8,3,8
"HR","9",2,"RURAL",62,90,0,0,0,0,7,3,7
"HR","6",1,"RURAL",61,90,0,0,0,0,11.25,3,11.25
"HR","6",1,"RURAL",61,90,0,0,0,0,11,3,11
"HR","6",1,"RURAL",61,90,0,0,0,0,10,3,10
"HR","6",1,"RURAL",61,90,0,0,0,0,10,3,10
"HR","6",1,"RURAL",61,90,0,0,0,0,8,3,8
"HR","6",1,"RURAL",61,90,0,0,0,0,8.75,3,8.75
"HR","6",1,"RURAL",61,90,0,0,0,0,7,3,7
"HR","6",1,"RURAL",61,90,0,0,0,0,7.428571429,3,7.428571429
"HR","Mewat",1,"RURAL",61,60,0,0,0,0,8,2,8
"HR","Mewat",1,"RURAL",61,60,0,0,0,0,11.25,2,11.25
"HR","Mewat",1,"RURAL",61,60,0,0,0,0,10,2,10
"HR","Mewat",1,"RURAL",61,60,0,0,0,0,8.333333333,2,8.333333333
"HR","Mewat",1,"RURAL",61,60,0,0,0,0,9.5,2,9.5
"HR","Mewat",1,"RURAL",61,60,0,0,0,0,11.66666667,2,11.66666667
"HR","Mewat",1,"RURAL",61,60,0,0,0,0,9,2,9
"HR","Mewat",1,"RURAL",61,60,0,0,0,0,9.375,2,9.375
"HR","17",2,"RURAL",62,60,0,0,0,0,16,2,16
"HR","17",2,"RURAL",62,60,0,0,0,0,15,2,15
"HR","17",2,"RURAL",62,60,0,0,0,0,15,2,15
"HR","17",2,"RURAL",62,60,0,0,0,0,15,2,15
"HR","17",2,"RURAL",62,60,0,0,0,0,15,2,15
"HR","17",2,"RURAL",62,60,0,0,0,0,12,2,12
"HR","17",2,"RURAL",62,60,0,0,0,0,15,2,15
"HR","17",2,"RURAL",62,60,0,0,0,0,15,2,15
"HR","18",1,"RURAL",61,90,0,0,0,0,20,3,20
"HR","18",1,"RURAL",61,90,0,3.555555556,0,0,3.333333333,3,6.888888889
"HR","18",1,"RURAL",61,60,0,7,0,0,2,2,9
"HR","18",1,"RURAL",61,90,0,0,0,0,7,3,7
"HR","18",1,"RURAL",61,90,0,0,0,0,10,3,10
"HR","18",1,"RURAL",61,90,0,0,0,0,8,3,8
"HR","18",1,"RURAL",61,90,0,8.75,0,0,5,3,13.75
"HR","18",1,"RURAL",61,90,0,0,0,0,6.666666667,3,6.666666667
"HR","Faridabad",1,"RURAL",61,60,0,0,0,0,7.777777778,2,7.777777778
"HR","Faridabad",1,"RURAL",61,60,0,7,0,0,1,2,8
"HR","Faridabad",1,"RURAL",61,60,0,0,0,0,6,2,6
"HR","Faridabad",1,"RURAL",61,60,0,2,0,0,6.666666667,2,8.666666667
"HR","Faridabad",1,"RURAL",61,90,0,0,0,0,8.333333333,3,8.333333333
"HR","Faridabad",1,"RURAL",61,90,0,0,0,0,3,3,3
"HR","Faridabad",1,"RURAL",61,60,0,0,0,0,8.888888889,2,8.888888889
"HR","17",2,"RURAL",62,60,0,0,0,0,13.33333333,2,13.33333333
"HR","17",2,"RURAL",62,60,0,10,0,0,0,2,10
"HR","17",2,"RURAL",62,60,0,7,0,0,2,2,9
"HR","17",2,"RURAL",62,60,0,0,0,0,10.90909091,2,10.90909091
"HR","17",2,"RURAL",62,60,0,0,0,0,9.6,2,9.6
"HR","17",2,"RURAL",62,60,0,5.833333333,0,0,8.333333333,2,14.166666666
"HR","17",2,"RURAL",62,60,0,5,0,0,6.428571429,2,11.428571429
"HR","17",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","Faridabad",1,"RURAL",61,60,0,0,0,0,7.692307692,2,7.692307692
"HR","Faridabad",1,"RURAL",61,60,0,0,0,0,7,2,7
"HR","Faridabad",1,"RURAL",61,60,0,0,0,0,7,2,7
"HR","Faridabad",1,"RURAL",61,60,0,0,0,0,3.75,2,3.75
"HR","Faridabad",1,"RURAL",61,60,0,0,0,0,6,2,6
"HR","Faridabad",1,"RURAL",61,60,0,0,0,0,8.888888889,2,8.888888889
"HR","16",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","16",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","16",2,"RURAL",62,60,0,0,0,0,15,2,15
"HR","16",2,"RURAL",62,60,0,0,0,0,15,2,15
"HR","16",2,"RURAL",62,60,0,0,0,0,14.28571429,2,14.28571429
"HR","16",2,"RURAL",62,60,0,0,0,0,12,2,12
"HR","16",2,"RURAL",62,60,0,0,0,0,12.5,2,12.5
"HR","16",2,"RURAL",62,60,0,0,0,0,15,2,15
"HR","Mewat",1,"RURAL",61,90,0,0,0,0,7.142857143,3,7.142857143
"HR","Mewat",1,"RURAL",61,90,0,7,0,0,2,3,9
"HR","Mewat",1,"RURAL",61,60,0,0,0,0,7,2,7
"HR","Mewat",1,"RURAL",61,60,0,0,0,0,8,2,8
"HR","16",2,"RURAL",62,60,0,0,0,0,15,2,15
"HR","16",2,"RURAL",62,60,0,0,0,0,13,2,13
"HR","16",2,"RURAL",62,60,0,0,0,0,12.5,2,12.5
"HR","16",2,"RURAL",62,60,0,0,0,0,11.66666667,2,11.66666667
"HR","16",2,"RURAL",62,60,0,0,0,0,13.33333333,2,13.33333333
"HR","16",2,"RURAL",62,60,0,0,0,0,12,2,12
"HR","16",2,"RURAL",62,56,0,0,0,0,14,2,14
"HR","16",2,"RURAL",62,60,0,0,0,0,15,2,15
"HR","17",2,"RURAL",62,58,0,0,0,0,15,2,15
"HR","17",2,"RURAL",62,60,0,0,0,0,12,2,12
"HR","17",2,"RURAL",62,60,0,0,0,0,14,2,14
"HR","17",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","17",2,"RURAL",62,60,0,0,0,0,15,2,15
"HR","17",2,"RURAL",62,60,0,0,0,0,15,2,15
"HR","17",2,"RURAL",62,60,0,0,0,0,15,2,15
"HR","17",2,"RURAL",62,54,0,0,0,0,15,2,15
"HR","Jhajjar",1,"RURAL",61,60,0,0,0,0,8,2,8
"HR","Jhajjar",1,"RURAL",61,60,0,0,0,0,8.333333333,2,8.333333333
"HR","Jhajjar",1,"RURAL",61,60,0,0,0,0,9,2,9
"HR","Jhajjar",1,"RURAL",61,60,0,0,0,0,10,2,10
"HR","Jhajjar",1,"RURAL",61,60,0,0,0,0,7.5,2,7.5
"HR","Jhajjar",1,"RURAL",61,60,0,0,0,0,7,2,7
"HR","Jhajjar",1,"RURAL",61,60,0,0,0,0,8.333333333,2,8.333333333
"HR","Jhajjar",1,"RURAL",61,58,0,0,0,0,7.5,2,7.5
"HR","Jhajjar",1,"RURAL",61,60,0,0,0,0,7.142857143,2,7.142857143
"HR","Jhajjar",1,"RURAL",61,60,0,0,0,0,4,2,4
"HR","Jhajjar",1,"RURAL",61,60,0,0,0,0.090909091,7.272727273,2,7.363636364
"HR","Jhajjar",1,"RURAL",61,60,0,0,0,0,7.5,2,7.5
"HR","Jhajjar",1,"RURAL",61,60,0,0,0,0,9.333333333,2,9.333333333
"HR","Jhajjar",1,"RURAL",61,60,0,0,0,0,7.5,2,7.5
"HR","17",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","17",2,"RURAL",62,90,0,0,0,0,10,3,10
"HR","17",2,"RURAL",62,60,0,0,0,0,12,2,12
"HR","17",2,"RURAL",62,60,0,0,0,0,12,2,12
"HR","17",2,"RURAL",62,60,0,10,0,0,0,2,10
"HR","17",2,"RURAL",62,60,0,11.66666667,0,0,0,2,11.66666667
"HR","17",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","17",2,"RURAL",62,90,0,0,0,0,12,3,12
"HR","14",1,"RURAL",61,60,0,0,0,0,5,2,5
"HR","14",1,"RURAL",61,60,0,7,0,0,3,2,10
"HR","14",1,"RURAL",61,60,0,0,0,0,3.333333333,2,3.333333333
"HR","14",1,"RURAL",61,60,0,0,0,0,10,2,10
"HR","14",1,"RURAL",61,60,0,0,0,0,10,2,10
"HR","14",1,"RURAL",61,54,0,0,0,0,10,2,10
"HR","14",1,"RURAL",61,50,0,0,0,0,8,2,8
"HR","14",1,"RURAL",61,60,0,0,0,0,8,2,8
"HR","16",2,"RURAL",62,60,0,0,0,0,13,2,13
"HR","16",2,"RURAL",62,60,0,0,0,0,9.5,2,9.5
"HR","16",2,"RURAL",62,90,0,11.66666667,0,0,0,3,11.66666667
"HR","16",2,"RURAL",62,60,0,0,0,0,14,2,14
"HR","16",2,"RURAL",62,60,0,0,0,0,8.75,2,8.75
"HR","16",2,"RURAL",62,60,0,17.5,0,0,0,2,17.5
"HR","16",2,"RURAL",62,60,0,0,0,0,8,2,8
"HR","16",2,"RURAL",62,60,0,0,0,0,7.5,2,7.5
"HR","16",2,"RURAL",62,60,0,0,0,0,16.66666667,2,16.66666667
"HR","16",2,"RURAL",62,60,0,0,0,0,18.4,2,18.4
"HR","16",2,"RURAL",62,60,0,0,0,0,15,2,15
"HR","16",2,"RURAL",62,60,0,0,0,0,11.25,2,11.25
"HR","16",2,"RURAL",62,60,0,0,0,0,12,2,12
"HR","16",2,"RURAL",62,60,0,0,0,0,13,2,13
"HR","16",2,"RURAL",62,60,0,0,0,0,15,2,15
"HR","16",2,"RURAL",62,60,0,0,0,0,15,2,15
"HR","14",1,"RURAL",61,60,0,0,0,0,8.75,2,8.75
"HR","14",1,"RURAL",61,60,0,0,0,0,10,2,10
"HR","14",1,"RURAL",61,90,0,0,0,0,8,3,8
"HR","14",1,"RURAL",61,40,0,0,0,0,7,2,7
"HR","14",1,"RURAL",61,60,0,0,0,0,8.75,2,8.75
"HR","14",1,"RURAL",61,60,0,0,0,0,7.5,2,7.5
"HR","14",1,"RURAL",61,55,0,0,0,0,7,2,7
"HR","14",1,"RURAL",61,60,0,0,0,0,10,2,10
"HR","18",1,"RURAL",61,60,0,0,0,0,8.75,2,8.75
"HR","18",1,"RURAL",61,60,0,2.307692308,0,0,7.692307692,2,10
"HR","18",1,"RURAL",61,60,0,0,0,0,10,2,10
"HR","18",1,"RURAL",61,60,0,0,0,0,3.75,2,3.75
"HR","18",1,"RURAL",61,60,0,0,0,0,4.166666667,2,4.166666667
"HR","18",1,"RURAL",61,60,0,0,0,0,5,2,5
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,11.66666667,2,11.66666667
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,12,2,12
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,10,2,10
"HR","Bhiwani",2,"RURAL",62,58,0,0,0,0,8.75,2,8.75
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,8.75,2,8.75
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,8.333333333,2,8.333333333
"HR","Bhiwani",2,"RURAL",62,60,0,0,0,0,8.75,2,8.75
"HR","3",1,"RURAL",61,90,0,0,0,0,11.25,3,11.25
"HR","3",1,"RURAL",61,90,0,0,0,0,7.5,3,7.5
"HR","3",1,"RURAL",61,90,0,8.75,0,0,0,3,8.75
"HR","3",1,"RURAL",61,90,0,0,0,0,7.142857143,3,7.142857143
"HR","3",1,"RURAL",61,90,0,0,0,0,12.5,3,12.5
"HR","3",1,"RURAL",61,90,0,5,0,0,2.5,3,7.5
"HR","3",1,"RURAL",61,90,0,0,0,0,7.5,3,7.5
"HR","3",1,"RURAL",61,90,0,0,0,0,6,3,6
"HR","Mewat",1,"RURAL",61,60,0,0,0,0,7.666666667,2,7.666666667
"HR","Mewat",1,"RURAL",61,90,0,0,0,0,6.25,3,6.25
"HR","Mewat",1,"RURAL",61,60,0,0,0,0,8,2,8
"HR","Mewat",1,"RURAL",61,56,0,0,0,0,7.142857143,2,7.142857143
"HR","Mewat",1,"RURAL",61,60,0,5.833333333,0,0,0,2,5.833333333
"HR","Mewat",1,"RURAL",61,60,0,8.75,0,0,0,2,8.75
"HR","Mewat",1,"RURAL",61,60,0,0,0,0,10,2,10
"HR","Mewat",1,"RURAL",61,90,0,0,0,0.125,7.5,3,7.625
"HR","Mewat",1,"RURAL",61,90,0,5,0,0.071428571,3.571428571,3,8.642857142
"HR","Mewat",1,"RURAL",61,60,0,0,0,0,7.142857143,2,7.142857143
"HR","2",1,"RURAL",61,90,0,0,0,0,9,3,9
"HR","2",1,"RURAL",61,90,0,8.75,0,0,1.5,3,10.25
"HR","2",1,"RURAL",61,90,0,7.75,0,0,0,3,7.75
"HR","2",1,"RURAL",61,90,0,8.75,0,0,1.5,3,10.25
"HR","2",1,"RURAL",61,90,0,0,0,0,10.75,3,10.75
"HR","2",1,"RURAL",61,90,0,8.75,0,0,1.75,3,10.5
"HR","2",1,"RURAL",61,90,0,5.25,0,0,0,3,5.25
"HR","2",1,"RURAL",61,90,0,0,0,0,8.4,3,8.4
"HR","Faridabad",1,"RURAL",61,90,0,0,0,0,8.333333333,3,8.333333333
"HR","Faridabad",1,"RURAL",61,60,0,0,0,0,6.666666667,2,6.666666667
"HR","Faridabad",1,"RURAL",61,90,0,0,0,0,6.666666667,3,6.666666667
"HR","Faridabad",1,"RURAL",61,90,0,0,0,0,6.25,3,6.25
"HR","Faridabad",1,"RURAL",61,90,0,0,0,0,6.666666667,3,6.666666667
"HR","Faridabad",1,"RURAL",61,90,0,0,0,0,8.333333333,3,8.333333333
"HR","Faridabad",1,"RURAL",61,90,0,0,0,0,6.666666667,3,6.666666667
"HR","Faridabad",1,"RURAL",61,90,0,0,0,0,8,3,8
"HR","2",1,"RURAL",61,85,0,0,0,0,7.8,3,7.8
"HR","2",1,"RURAL",61,90,0,0,0,0,6.75,3,6.75
"HR","2",1,"RURAL",61,90,0,0,0,0,6.666666667,3,6.666666667
"HR","2",1,"RURAL",61,90,0,0,0,0,8.333333333,3,8.333333333
"HR","2",1,"RURAL",61,90,0,3.5,0,0,4,3,7.5
"HR","2",1,"RURAL",61,90,0,0,0,0,6.5,3,6.5
"HR","2",1,"RURAL",61,90,0,0,0,0,7.142857143,3,7.142857143
"HR","2",1,"RURAL",61,90,0,0,0,0,8,3,8
"HR","1",1,"RURAL",61,90,0,0,0,0,6.111111111,3,6.111111111
"HR","1",1,"RURAL",61,90,0,0,0,0,7.5,3,7.5
"HR","1",1,"RURAL",61,90,0,0,0,0,7.5,3,7.5
"HR","1",1,"RURAL",61,90,0,11.66666667,0,0,0,3,11.66666667
"HR","1",1,"RURAL",61,90,0,0,0,0,9.166666667,3,9.166666667
"HR","1",1,"RURAL",61,90,0,0,0,0,7.5,3,7.5
"HR","1",1,"RURAL",61,90,0,0,0,0,7.5,3,7.5
"HR","1",1,"RURAL",61,90,0,0,0,0,9.166666667,3,9.166666667
"HR","Faridabad",1,"RURAL",61,60,0,0,0,0,6.666666667,2,6.666666667
"HR","Faridabad",1,"RURAL",61,90,0,0,0,0,8.666666667,3,8.666666667
"HR","Faridabad",1,"RURAL",61,90,0,0,0,0,6,3,6
"HR","Faridabad",1,"RURAL",61,60,0,0,0,0,6.333333333,2,6.333333333
"HR","Faridabad",1,"RURAL",61,90,0,0,0,0,8.181818182,3,8.181818182
"HR","Faridabad",1,"RURAL",61,90,0,0,0,0,7.5,3,7.5
"HR","Faridabad",1,"RURAL",61,90,0,0,0,0,9,3,9
"HR","3",1,"RURAL",61,90,0,0,0,0,10,3,10
"HR","3",1,"RURAL",61,90,0,0,0,0,6.428571429,3,6.428571429
"HR","3",1,"RURAL",61,90,0,0,0,0,8.75,3,8.75
"HR","3",1,"RURAL",61,90,0,0,0,0,9.6,3,9.6
"HR","3",1,"RURAL",61,90,0,0,0,0,8.75,3,8.75
"HR","3",1,"RURAL",61,90,0,0,0,0,11.66666667,3,11.66666667
"HR","3",1,"RURAL",61,90,0,0,0,0,7.5,3,7.5
"HR","3",1,"RURAL",61,90,0,0,0,0,5.625,3,5.625
"HR","18",1,"RURAL",61,60,0,0,0,0,10,2,10
"HR","18",1,"RURAL",61,90,0,0,0,0.125,15,3,15.125
"HR","18",1,"RURAL",61,60,0,0,0,0,4,2,4
"HR","18",1,"RURAL",61,40,0,0,0,0,4,2,4
"HR","18",1,"RURAL",61,40,0,0,0,0,5,2,5
"HR","18",1,"RURAL",61,60,0,0,0,0,5,2,5
"HR","Jhajjar",1,"RURAL",61,90,0,0,0,0,6,3,6
"HR","Jhajjar",1,"RURAL",61,90,0,0,0,0,6,3,6
"HR","Jhajjar",1,"RURAL",61,90,0,0,0,0,6.25,3,6.25
"HR","Jhajjar",1,"RURAL",61,90,0,0,0,0,7.5,3,7.5
